transaction_amount,transaction_card_type,transaction_ecommerce_website_name,transaction_country_name,transaction_datetime,transaction_id,transaction_city_name,transaction_product_name
316.2,MasterCard,www.flipkart.com,Israel,17-05-2019 22:30,98,Jerusalem,Wrist Band
15.3,Visa,www.amazon.com,Israel,17-05-2019 21:03,99,Jerusalem,Wrist Watch
101.51,Maestro,www.ebay.com,Singapore,17-05-2019 19:16,100,Singapore,Desktop Computer
437.41,MasterCard,www.ebay.com,United Kingdom,17-05-2019 19:07,101,London,Desktop Computer
279.13,Maestro,www.snapdeal.com,United Kingdom,17-05-2019 02:08,102,London,Laptop
378.83,MasterCard,www.flipkart.com,Inida,17-05-2019 18:05,103,New Delhi,HDMI Cable
522.53,Maestro,www.flipkart.com,United Kingdom,17-05-2019 18:41,104,London,TV
97.6,MasterCard,www.snapdeal.com,Thailand,17-05-2019 19:59,105,Bangkok,Wrist Band
87.63,Visa,www.amazon.com,India,17-05-2019 09:29,106,Mumbai,Laptop
173.47,Visa,www.snapdeal.com,Thailand,17-05-2019 23:53,107,Bangkok,Desktop Computer
299.26,MasterCard,www.amazon.com,United Kingdom,17-05-2019 12:24,108,London,LAN Cable
112.37,Maestro,www.ebay.com,France,17-05-2019 08:57,109,Paris,Wrist Watch
491.88,Maestro,www.amazon.com,India,17-05-2019 05:49,110,Chennai,TV Stand
9.98,Maestro,www.flipkart.com,India,17-05-2019 14:01,111,Kolkata,Desktop Computer
454.48,Visa,www.snapdeal.com,United States,17-05-2019 10:40,112,New York City,Laptop
32.63,Visa,www.snapdeal.com,India,17-05-2019 15:23,113,Kolkata,LAN Cable
69.91,Maestro,www.snapdeal.com,India,17-05-2019 10:37,114,Pune,HDMI Cable
450.2,Maestro,www.ebay.com,India,17-05-2019 06:50,115,Pune,Pen Drive
109.73,MasterCard,www.amazon.com,Inida,17-05-2019 22:12,116,New Delhi,TV
274.41,MasterCard,www.ebay.com,United States,17-05-2019 09:31,117,New York City,TV Stand
425.02,Maestro,www.ebay.com,Singapore,17-05-2019 18:17,118,Singapore,Laptop
501.79,Visa,www.amazon.com,France,17-05-2019 23:58,119,Paris,Wrist Watch
351.89,MasterCard,www.ebay.com,United States,17-05-2019 07:00,120,New York City,External Hard Drive
339.59,Visa,www.ebay.com,Israel,17-05-2019 03:18,121,Jerusalem,Text Books
15.09,Visa,www.amazon.com,India,17-05-2019 17:33,122,Bangalore,LAN Cable
169.15,MasterCard,www.amazon.com,India,17-05-2019 23:01,123,Hyderabad,Wrist Watch
184.03,MasterCard,www.amazon.com,France,17-05-2019 02:19,124,Paris,TV Stand
47.94,Visa,www.ebay.com,India,17-05-2019 18:11,125,Chennai,HDMI Cable
56.93,Visa,www.snapdeal.com,India,17-05-2019 23:12,126,Kolkata,Mobile Phone
462.63,MasterCard,www.snapdeal.com,India,17-05-2019 14:42,127,Hyderabad,TV Stand
43.94,MasterCard,www.snapdeal.com,United States,17-05-2019 07:38,128,New York City,Wrist Band
218.54,Visa,www.amazon.com,Italy,17-05-2019 09:11,129,Rome,Wrist Band
263.85,Visa,www.flipkart.com,Italy,17-05-2019 22:58,130,Rome,Desktop Computer
116.11,MasterCard,www.amazon.com,Israel,17-05-2019 14:31,131,Jerusalem,Pen Drive
327.88,MasterCard,www.amazon.com,India,17-05-2019 08:21,132,Hyderabad,TV
398.61,Maestro,www.snapdeal.com,United Kingdom,17-05-2019 05:41,133,London,Mobile Phone
386.93,Maestro,www.amazon.com,India,17-05-2019 09:41,134,Kolkata,External Hard Drive
316.56,MasterCard,www.snapdeal.com,India,17-05-2019 14:05,135,Kolkata,External Hard Drive
493.69,Visa,www.ebay.com,Inida,17-05-2019 06:27,136,New Delhi,Pen Drive
332.33,Maestro,www.amazon.com,India,17-05-2019 13:48,137,Hyderabad,TV Stand
74.29,Maestro,www.snapdeal.com,India,17-05-2019 12:53,138,Pune,TV Stand
96.84,Maestro,www.snapdeal.com,Israel,17-05-2019 17:02,139,Jerusalem,Wrist Band
257.62,Maestro,www.ebay.com,India,17-05-2019 19:43,140,Chennai,Text Books
173.87,MasterCard,www.snapdeal.com,France,17-05-2019 20:13,141,Paris,TV Stand
438.72,MasterCard,www.ebay.com,India,17-05-2019 00:19,142,Hyderabad,Wrist Band
18.28,MasterCard,www.ebay.com,India,17-05-2019 01:13,143,Bangalore,Desktop Computer
473.89,MasterCard,www.flipkart.com,Inida,17-05-2019 04:32,144,New Delhi,External Hard Drive
214.68,Maestro,www.snapdeal.com,India,17-05-2019 07:45,145,Hyderabad,External Hard Drive
6.11,Visa,www.snapdeal.com,Inida,17-05-2019 01:50,146,New Delhi,Desktop Computer
484.86,Maestro,www.ebay.com,India,17-05-2019 06:32,147,Mumbai,LAN Cable
41.14,Visa,www.ebay.com,India,17-05-2019 08:43,148,Kolkata,Mobile Phone
528.83,Visa,www.snapdeal.com,India,17-05-2019 01:03,149,Bangalore,Pen Drive
255.58,MasterCard,www.ebay.com,India,17-05-2019 02:34,150,Kolkata,Desktop Computer
213.38,MasterCard,www.snapdeal.com,Italy,17-05-2019 08:02,151,Rome,Desktop Computer
68.74,Visa,www.snapdeal.com,France,17-05-2019 23:40,152,Paris,HDMI Cable
171.02,Visa,www.amazon.com,India,17-05-2019 19:59,153,Hyderabad,Wrist Band
188.16,Maestro,www.flipkart.com,United States,17-05-2019 01:26,154,New York City,Wrist Band
154.78,Visa,www.snapdeal.com,India,17-05-2019 16:31,155,Bangalore,LAN Cable
255.48,MasterCard,www.flipkart.com,United Kingdom,17-05-2019 21:03,156,London,Mobile Phone
505.68,Maestro,www.ebay.com,India,17-05-2019 23:59,157,Kolkata,Text Books
378.18,Visa,www.ebay.com,United Kingdom,17-05-2019 01:20,158,London,Text Books
553.2,Visa,www.snapdeal.com,India,17-05-2019 11:14,159,Chennai,Pen Drive
479.01,Visa,www.flipkart.com,Thailand,17-05-2019 12:18,160,Bangkok,TV Stand
242.53,Visa,www.flipkart.com,Thailand,17-05-2019 18:47,161,Bangkok,External Hard Drive
416.49,MasterCard,www.snapdeal.com,Italy,17-05-2019 01:25,162,Rome,Wrist Band
183.02,Visa,www.flipkart.com,Israel,17-05-2019 03:19,163,Jerusalem,LAN Cable
243.22,MasterCard,www.snapdeal.com,India,17-05-2019 11:05,164,Pune,External Hard Drive
112.25,Visa,www.flipkart.com,India,17-05-2019 04:45,165,Mumbai,External Hard Drive
460.68,MasterCard,www.amazon.com,United Kingdom,17-05-2019 04:03,166,London,Mobile Phone
495.84,Visa,www.amazon.com,United Kingdom,17-05-2019 02:44,167,London,TV Stand
233.36,Maestro,www.ebay.com,Italy,17-05-2019 06:41,168,Rome,Pen Drive
239.28,Maestro,www.snapdeal.com,India,17-05-2019 22:04,169,Pune,Desktop Computer
448.87,Visa,www.amazon.com,India,17-05-2019 19:57,170,Chennai,LAN Cable
139.16,Visa,www.amazon.com,United States,17-05-2019 22:21,171,New York City,External Hard Drive
257.4,MasterCard,www.amazon.com,United Kingdom,17-05-2019 17:09,172,London,LAN Cable
101.72,Visa,www.amazon.com,India,17-05-2019 18:19,173,Hyderabad,Desktop Computer
263.37,Maestro,www.flipkart.com,India,17-05-2019 07:22,174,Chennai,Text Books
41.47,MasterCard,www.snapdeal.com,Italy,17-05-2019 20:26,175,Rome,HDMI Cable
458.84,Visa,www.ebay.com,Singapore,17-05-2019 03:44,176,Singapore,LAN Cable
453.43,Maestro,www.ebay.com,India,17-05-2019 23:27,177,Hyderabad,Laptop
513.94,Visa,www.flipkart.com,India,17-05-2019 01:56,178,Bangalore,Mobile Phone
224.19,Maestro,www.ebay.com,Italy,17-05-2019 12:46,179,Rome,Laptop
431.9,MasterCard,www.snapdeal.com,Israel,17-05-2019 20:41,180,Jerusalem,Text Books
443.48,Maestro,www.flipkart.com,United Kingdom,17-05-2019 19:58,181,London,Text Books
375.91,Maestro,www.amazon.com,Singapore,17-05-2019 22:08,182,Singapore,LAN Cable
256.46,MasterCard,www.snapdeal.com,India,17-05-2019 06:58,183,Kolkata,Pen Drive
190.22,MasterCard,www.ebay.com,Thailand,17-05-2019 01:46,184,Bangkok,TV Stand
285.28,MasterCard,www.ebay.com,India,17-05-2019 06:28,185,Hyderabad,Mobile Phone
75.12,Maestro,www.ebay.com,India,17-05-2019 17:19,186,Kolkata,Laptop
119.22,Visa,www.flipkart.com,Israel,17-05-2019 19:52,187,Jerusalem,Wrist Watch
225.91,Maestro,www.amazon.com,United Kingdom,17-05-2019 06:51,188,London,Text Books
503.05,MasterCard,www.amazon.com,India,17-05-2019 19:25,189,Pune,Wrist Watch
21.49,MasterCard,www.ebay.com,United States,17-05-2019 02:13,190,New York City,LAN Cable
369.3,Visa,www.snapdeal.com,India,17-05-2019 19:57,191,Mumbai,Mobile Phone
234.65,Visa,www.amazon.com,India,17-05-2019 18:54,192,Hyderabad,TV
484.33,Maestro,www.flipkart.com,Israel,17-05-2019 07:50,193,Jerusalem,HDMI Cable
495.08,Visa,www.snapdeal.com,Singapore,17-05-2019 08:27,194,Singapore,External Hard Drive
188.24,MasterCard,www.snapdeal.com,India,17-05-2019 03:41,195,Hyderabad,Desktop Computer
337.02,Maestro,www.amazon.com,India,17-05-2019 21:21,196,Bangalore,Mobile Phone
22,Maestro,www.amazon.com,India,17-05-2019 10:52,197,Bangalore,TV
417.09,Maestro,www.snapdeal.com,Inida,17-05-2019 06:26,198,New Delhi,TV Stand
237.49,Visa,www.snapdeal.com,Italy,17-05-2019 22:17,199,Rome,LAN Cable
226,MasterCard,www.snapdeal.com,United States,17-05-2019 10:23,200,New York City,Pen Drive
449.13,Maestro,www.snapdeal.com,India,17-05-2019 16:38,201,Hyderabad,Wrist Band
513.43,Maestro,www.ebay.com,Italy,17-05-2019 17:15,202,Rome,TV Stand
373.28,Visa,www.amazon.com,India,17-05-2019 18:54,203,Pune,Wrist Band
22.36,Maestro,www.amazon.com,United States,17-05-2019 12:35,204,New York City,TV
149.88,Maestro,www.flipkart.com,India,17-05-2019 19:26,205,Chennai,Pen Drive
257.5,Visa,www.flipkart.com,India,17-05-2019 00:50,206,Bangalore,HDMI Cable
409.43,Maestro,www.flipkart.com,Israel,17-05-2019 06:18,207,Jerusalem,LAN Cable
458.39,Visa,www.snapdeal.com,United States,17-05-2019 03:23,208,New York City,TV
118.13,MasterCard,www.flipkart.com,India,17-05-2019 12:56,209,Kolkata,Mobile Phone
502.15,Maestro,www.amazon.com,Thailand,17-05-2019 21:29,210,Bangkok,Text Books
286.05,MasterCard,www.ebay.com,India,17-05-2019 14:28,211,Mumbai,Wrist Watch
254.47,MasterCard,www.flipkart.com,United Kingdom,17-05-2019 17:13,212,London,Wrist Band
461.31,Visa,www.ebay.com,Inida,17-05-2019 22:01,213,New Delhi,TV Stand
214.18,Maestro,www.snapdeal.com,India,17-05-2019 01:03,214,Chennai,External Hard Drive
525.36,Visa,www.amazon.com,France,17-05-2019 14:10,215,Paris,External Hard Drive
345.55,Maestro,www.amazon.com,India,17-05-2019 19:52,216,Pune,Laptop
377.13,MasterCard,www.amazon.com,Israel,17-05-2019 21:40,217,Jerusalem,TV
234.56,Visa,www.snapdeal.com,Inida,17-05-2019 00:23,218,New Delhi,Text Books
449.38,Visa,www.amazon.com,India,17-05-2019 01:45,219,Mumbai,Mobile Phone
205.36,Maestro,www.amazon.com,India,17-05-2019 01:57,220,Chennai,Mobile Phone
9.05,Visa,www.amazon.com,India,17-05-2019 06:52,221,Mumbai,Wrist Band
397.45,Visa,www.amazon.com,Israel,17-05-2019 18:26,222,Jerusalem,LAN Cable
131.16,MasterCard,www.amazon.com,Inida,17-05-2019 12:45,223,New Delhi,Laptop
177.53,Visa,www.ebay.com,Inida,17-05-2019 07:29,224,New Delhi,HDMI Cable
407.35,MasterCard,www.amazon.com,Italy,17-05-2019 09:40,225,Rome,Wrist Watch
283.74,MasterCard,www.ebay.com,India,17-05-2019 08:56,226,Kolkata,LAN Cable
34.02,Visa,www.flipkart.com,Inida,17-05-2019 23:05,227,New Delhi,Desktop Computer
138.7,Visa,www.amazon.com,India,17-05-2019 02:45,228,Pune,Desktop Computer
435.31,Maestro,www.flipkart.com,India,17-05-2019 00:58,229,Pune,External Hard Drive
525.41,MasterCard,www.flipkart.com,India,17-05-2019 15:48,230,Chennai,Wrist Watch
80.42,Maestro,www.snapdeal.com,Israel,17-05-2019 10:10,231,Jerusalem,TV
492.95,Visa,www.amazon.com,Thailand,17-05-2019 05:06,232,Bangkok,Desktop Computer
321.87,Visa,www.flipkart.com,India,17-05-2019 22:31,233,Bangalore,Text Books
143.19,MasterCard,www.amazon.com,United States,17-05-2019 19:23,234,New York City,Desktop Computer
44.18,Visa,www.flipkart.com,Thailand,17-05-2019 18:21,235,Bangkok,External Hard Drive
315.81,MasterCard,www.flipkart.com,India,17-05-2019 12:40,236,Bangalore,Text Books
84.09,Maestro,www.amazon.com,India,17-05-2019 18:26,237,Bangalore,LAN Cable
94.02,MasterCard,www.amazon.com,India,17-05-2019 19:09,238,Chennai,LAN Cable
408.27,MasterCard,www.flipkart.com,United Kingdom,17-05-2019 09:42,239,London,HDMI Cable
437.62,MasterCard,www.flipkart.com,United Kingdom,17-05-2019 19:47,240,London,HDMI Cable
333.36,Maestro,www.amazon.com,India,17-05-2019 05:19,241,Hyderabad,TV
185.74,Maestro,www.flipkart.com,Inida,17-05-2019 00:40,242,New Delhi,Mobile Phone
178.32,MasterCard,www.ebay.com,United States,17-05-2019 22:53,243,New York City,Laptop
139.07,Visa,www.snapdeal.com,India,17-05-2019 06:43,244,Pune,Text Books
349.86,Visa,www.snapdeal.com,Singapore,17-05-2019 04:58,245,Singapore,LAN Cable
151.3,MasterCard,www.amazon.com,France,17-05-2019 20:47,246,Paris,Wrist Watch
379.3,Visa,www.ebay.com,India,17-05-2019 17:28,247,Chennai,Mobile Phone
385.22,Maestro,www.snapdeal.com,Singapore,17-05-2019 15:01,248,Singapore,Mobile Phone
129.04,Visa,www.flipkart.com,Inida,17-05-2019 18:08,249,New Delhi,Laptop
472.4,MasterCard,www.snapdeal.com,India,17-05-2019 15:38,250,Chennai,HDMI Cable
69.81,Maestro,www.ebay.com,Thailand,17-05-2019 08:49,251,Bangkok,Pen Drive
555.47,Visa,www.flipkart.com,Italy,17-05-2019 08:45,252,Rome,Wrist Band
224.26,Visa,www.amazon.com,Thailand,17-05-2019 17:36,253,Bangkok,TV Stand
101.75,MasterCard,www.amazon.com,India,17-05-2019 04:17,254,Mumbai,Mobile Phone
479.35,Visa,www.flipkart.com,United Kingdom,17-05-2019 03:10,255,London,Wrist Band
264.01,MasterCard,www.snapdeal.com,France,17-05-2019 07:59,256,Paris,LAN Cable
109.01,Visa,www.ebay.com,Singapore,17-05-2019 15:48,257,Singapore,HDMI Cable
171.53,Maestro,www.amazon.com,Italy,17-05-2019 21:56,258,Rome,Pen Drive
370.77,Visa,www.snapdeal.com,Israel,17-05-2019 00:55,259,Jerusalem,Pen Drive
434.72,MasterCard,www.snapdeal.com,India,17-05-2019 11:03,260,Hyderabad,Text Books
314.09,Maestro,www.snapdeal.com,United Kingdom,17-05-2019 13:53,261,London,HDMI Cable
63.11,MasterCard,www.flipkart.com,Inida,17-05-2019 22:40,262,New Delhi,Desktop Computer
360.97,Visa,www.flipkart.com,India,17-05-2019 17:10,263,Kolkata,Wrist Watch
96.47,MasterCard,www.snapdeal.com,India,17-05-2019 19:03,264,Kolkata,HDMI Cable
119.58,Maestro,www.amazon.com,Thailand,17-05-2019 20:28,265,Bangkok,Mobile Phone
326.97,Maestro,www.flipkart.com,Singapore,17-05-2019 08:06,266,Singapore,Mobile Phone
473.38,MasterCard,www.amazon.com,United Kingdom,17-05-2019 13:56,267,London,Pen Drive
54.64,MasterCard,www.amazon.com,India,17-05-2019 21:30,268,Chennai,TV Stand
172.21,Visa,www.flipkart.com,India,17-05-2019 12:04,269,Bangalore,Pen Drive
306.89,MasterCard,www.snapdeal.com,Inida,17-05-2019 06:00,270,New Delhi,TV
311.03,Visa,www.flipkart.com,India,17-05-2019 07:35,271,Bangalore,Text Books
537.87,Maestro,www.ebay.com,Thailand,17-05-2019 16:34,272,Bangkok,LAN Cable
217.86,Visa,www.flipkart.com,Italy,17-05-2019 00:59,273,Rome,TV
148.69,Visa,www.amazon.com,India,17-05-2019 00:06,274,Chennai,Wrist Watch
427.3,MasterCard,www.flipkart.com,India,17-05-2019 00:34,275,Bangalore,Wrist Watch
135.9,Maestro,www.ebay.com,United States,17-05-2019 16:50,276,New York City,External Hard Drive
255.12,MasterCard,www.amazon.com,Inida,17-05-2019 10:11,277,New Delhi,Wrist Watch
36.65,Visa,www.flipkart.com,Italy,17-05-2019 17:33,278,Rome,Wrist Watch
239.25,MasterCard,www.amazon.com,India,17-05-2019 20:50,279,Kolkata,Text Books
295.73,MasterCard,www.amazon.com,United Kingdom,17-05-2019 13:27,280,London,Wrist Watch
395.54,MasterCard,www.amazon.com,India,17-05-2019 20:27,281,Bangalore,Pen Drive
359.13,Maestro,www.amazon.com,India,17-05-2019 10:02,282,Hyderabad,Laptop
279.87,Maestro,www.ebay.com,France,17-05-2019 17:26,283,Paris,Mobile Phone
533.92,Maestro,www.ebay.com,France,17-05-2019 05:29,284,Paris,TV Stand
348.32,Visa,www.snapdeal.com,United States,17-05-2019 19:37,285,New York City,Text Books
114.77,MasterCard,www.amazon.com,India,17-05-2019 06:08,286,Hyderabad,Mobile Phone
249.8,MasterCard,www.amazon.com,India,17-05-2019 23:18,287,Kolkata,Wrist Watch
513.98,Maestro,www.amazon.com,India,17-05-2019 07:47,288,Bangalore,Mobile Phone
398.76,MasterCard,www.flipkart.com,Singapore,17-05-2019 08:19,289,Singapore,Desktop Computer
348.66,Visa,www.snapdeal.com,Inida,17-05-2019 01:51,290,New Delhi,HDMI Cable
147.85,MasterCard,www.ebay.com,Singapore,17-05-2019 03:29,291,Singapore,Desktop Computer
421.74,Visa,www.snapdeal.com,Thailand,17-05-2019 11:07,292,Bangkok,TV Stand
22.2,Visa,www.flipkart.com,Inida,17-05-2019 21:10,293,New Delhi,Laptop
456.06,Visa,www.snapdeal.com,India,17-05-2019 19:56,294,Mumbai,Wrist Watch
484.4,Maestro,www.amazon.com,India,17-05-2019 23:11,295,Bangalore,TV
484.24,Visa,www.amazon.com,Italy,17-05-2019 15:24,296,Rome,Desktop Computer
374.82,Maestro,www.snapdeal.com,France,17-05-2019 18:30,297,Paris,TV Stand
150.75,Visa,www.ebay.com,India,17-05-2019 14:27,298,Hyderabad,Mobile Phone
19.49,Maestro,www.snapdeal.com,United Kingdom,17-05-2019 18:24,299,London,Laptop
138.49,Visa,www.flipkart.com,India,17-05-2019 22:32,300,Hyderabad,External Hard Drive
249.36,Visa,www.flipkart.com,India,17-05-2019 07:55,301,Hyderabad,HDMI Cable
312.27,Maestro,www.amazon.com,Singapore,17-05-2019 15:07,302,Singapore,External Hard Drive
184.34,Visa,www.amazon.com,United Kingdom,17-05-2019 01:18,303,London,TV
515.25,Visa,www.flipkart.com,United States,17-05-2019 00:20,304,New York City,TV
215.64,Visa,www.flipkart.com,Inida,17-05-2019 00:35,305,New Delhi,Laptop
352.22,MasterCard,www.snapdeal.com,India,17-05-2019 14:22,306,Bangalore,Wrist Band
456.12,Visa,www.flipkart.com,India,17-05-2019 16:08,307,Pune,Wrist Band
335.74,Visa,www.amazon.com,India,17-05-2019 00:15,308,Hyderabad,Wrist Watch
115.06,Visa,www.snapdeal.com,India,17-05-2019 19:49,309,Chennai,LAN Cable
489.57,Maestro,www.flipkart.com,Italy,17-05-2019 07:49,310,Rome,Text Books
16.34,Visa,www.flipkart.com,Thailand,17-05-2019 05:12,311,Bangkok,LAN Cable
301.83,Maestro,www.snapdeal.com,Inida,17-05-2019 20:52,312,New Delhi,TV
19.67,Visa,www.snapdeal.com,India,17-05-2019 06:36,313,Kolkata,LAN Cable
537.34,Visa,www.snapdeal.com,Inida,17-05-2019 21:07,314,New Delhi,Text Books
97.51,Maestro,www.ebay.com,India,17-05-2019 20:07,315,Hyderabad,Pen Drive
508.1,Maestro,www.flipkart.com,India,17-05-2019 05:19,316,Mumbai,Text Books
403.83,Maestro,www.snapdeal.com,India,17-05-2019 03:50,317,Chennai,LAN Cable
189.74,MasterCard,www.flipkart.com,United States,17-05-2019 03:47,318,New York City,External Hard Drive
394.48,MasterCard,www.snapdeal.com,Israel,17-05-2019 11:41,319,Jerusalem,External Hard Drive
386.03,MasterCard,www.flipkart.com,India,17-05-2019 20:12,320,Pune,Laptop
215.65,MasterCard,www.ebay.com,Italy,17-05-2019 15:55,321,Rome,HDMI Cable
374.85,Maestro,www.flipkart.com,Singapore,17-05-2019 16:27,322,Singapore,External Hard Drive
458.8,MasterCard,www.snapdeal.com,United States,17-05-2019 17:35,323,New York City,Desktop Computer
67.36,Maestro,www.ebay.com,Singapore,17-05-2019 13:30,324,Singapore,Wrist Band
401.52,MasterCard,www.amazon.com,Thailand,17-05-2019 04:48,325,Bangkok,Wrist Watch
103.21,Maestro,www.flipkart.com,India,17-05-2019 00:17,326,Mumbai,Wrist Band
394.7,Visa,www.snapdeal.com,Israel,17-05-2019 17:59,327,Jerusalem,Wrist Watch
164.96,Visa,www.flipkart.com,India,17-05-2019 13:59,328,Pune,External Hard Drive
13.2,Maestro,www.amazon.com,United Kingdom,17-05-2019 01:27,329,London,Pen Drive
125.2,Maestro,www.ebay.com,Italy,17-05-2019 12:31,330,Rome,HDMI Cable
154.22,Maestro,www.ebay.com,India,17-05-2019 04:25,331,Kolkata,Text Books
206.13,Visa,www.ebay.com,India,17-05-2019 08:53,332,Pune,HDMI Cable
14.49,Visa,www.ebay.com,India,17-05-2019 08:37,333,Chennai,HDMI Cable
512.35,Visa,www.flipkart.com,United States,17-05-2019 15:16,334,New York City,HDMI Cable
30.14,Maestro,www.amazon.com,India,17-05-2019 10:44,335,Mumbai,External Hard Drive
328.48,Visa,www.amazon.com,Singapore,17-05-2019 21:10,336,Singapore,External Hard Drive
125,Visa,www.flipkart.com,Thailand,17-05-2019 05:57,337,Bangkok,TV
381.64,Maestro,www.ebay.com,India,17-05-2019 22:58,338,Kolkata,Wrist Band
261.6,Visa,www.ebay.com,India,17-05-2019 20:34,339,Hyderabad,Wrist Band
98.24,MasterCard,www.flipkart.com,India,17-05-2019 18:06,340,Pune,TV
488.73,MasterCard,www.snapdeal.com,United Kingdom,17-05-2019 11:47,341,London,External Hard Drive
337.07,Maestro,www.flipkart.com,India,17-05-2019 03:41,342,Bangalore,Mobile Phone
422.66,MasterCard,www.amazon.com,Thailand,17-05-2019 19:17,343,Bangkok,Pen Drive
483.37,Maestro,www.amazon.com,United Kingdom,17-05-2019 17:06,344,London,Text Books
476.82,Visa,www.amazon.com,Italy,17-05-2019 05:10,345,Rome,TV
19.43,Visa,www.flipkart.com,India,17-05-2019 22:04,346,Mumbai,External Hard Drive
286.05,Maestro,www.amazon.com,India,17-05-2019 14:58,347,Kolkata,Wrist Watch
531.41,Visa,www.ebay.com,Italy,17-05-2019 21:19,348,Rome,Laptop
202.99,MasterCard,www.snapdeal.com,India,17-05-2019 06:58,349,Chennai,TV Stand
157.77,Visa,www.snapdeal.com,Italy,17-05-2019 00:13,350,Rome,HDMI Cable
212.24,MasterCard,www.amazon.com,United Kingdom,17-05-2019 10:57,351,London,Pen Drive
429.02,Maestro,www.snapdeal.com,Israel,17-05-2019 08:49,352,Jerusalem,Text Books
52.56,MasterCard,www.ebay.com,India,17-05-2019 08:16,353,Bangalore,Wrist Band
223.22,Maestro,www.snapdeal.com,India,17-05-2019 17:05,354,Hyderabad,Mobile Phone
291.79,Maestro,www.flipkart.com,Israel,17-05-2019 02:24,355,Jerusalem,Desktop Computer
315.81,Maestro,www.flipkart.com,Thailand,17-05-2019 18:42,356,Bangkok,TV
159.7,Visa,www.flipkart.com,India,17-05-2019 22:36,357,Chennai,TV Stand
62.5,MasterCard,www.amazon.com,India,17-05-2019 04:54,358,Mumbai,Wrist Watch
444.67,Visa,www.flipkart.com,United Kingdom,17-05-2019 23:11,359,London,Mobile Phone
20.04,Visa,www.amazon.com,India,17-05-2019 17:41,360,Pune,Desktop Computer
251.2,Visa,www.flipkart.com,France,17-05-2019 05:18,361,Paris,Wrist Band
428.75,MasterCard,www.flipkart.com,Italy,17-05-2019 04:07,362,Rome,TV Stand
480.1,Visa,www.amazon.com,India,17-05-2019 12:05,363,Hyderabad,Wrist Band
532.2,Visa,www.ebay.com,India,17-05-2019 06:35,364,Hyderabad,HDMI Cable
325.89,Maestro,www.snapdeal.com,United Kingdom,17-05-2019 04:06,365,London,Mobile Phone
489.01,MasterCard,www.amazon.com,India,17-05-2019 00:44,366,Bangalore,TV Stand
123.55,Maestro,www.ebay.com,France,17-05-2019 20:59,367,Paris,TV Stand
260.68,MasterCard,www.ebay.com,India,17-05-2019 08:31,368,Mumbai,Wrist Watch
382.49,Maestro,www.amazon.com,India,17-05-2019 10:35,369,Mumbai,LAN Cable
10.86,Maestro,www.snapdeal.com,United States,17-05-2019 03:18,370,New York City,Wrist Band
229.63,Visa,www.ebay.com,Thailand,17-05-2019 23:21,371,Bangkok,TV
316.45,MasterCard,www.amazon.com,Israel,17-05-2019 08:09,372,Jerusalem,Desktop Computer
120.58,Maestro,www.snapdeal.com,Inida,17-05-2019 17:19,373,New Delhi,Desktop Computer
458.93,MasterCard,www.flipkart.com,United States,17-05-2019 09:33,374,New York City,Pen Drive
57.12,Visa,www.amazon.com,India,17-05-2019 01:14,375,Chennai,Wrist Band
159.47,Maestro,www.amazon.com,France,17-05-2019 01:07,376,Paris,Laptop
78.82,Maestro,www.flipkart.com,Israel,17-05-2019 21:28,377,Jerusalem,Wrist Band
113.51,Visa,www.flipkart.com,France,17-05-2019 07:01,378,Paris,Wrist Band
206.15,MasterCard,www.ebay.com,Inida,17-05-2019 15:55,379,New Delhi,LAN Cable
347.91,MasterCard,www.snapdeal.com,Singapore,17-05-2019 16:54,380,Singapore,Mobile Phone
434.56,Maestro,www.snapdeal.com,India,17-05-2019 05:51,381,Bangalore,Pen Drive
277.32,Maestro,www.flipkart.com,United States,17-05-2019 22:49,382,New York City,LAN Cable
36.63,Visa,www.amazon.com,Thailand,17-05-2019 06:54,383,Bangkok,Text Books
409.95,Maestro,www.amazon.com,Thailand,17-05-2019 14:42,384,Bangkok,LAN Cable
128.75,Visa,www.flipkart.com,Inida,17-05-2019 21:09,385,New Delhi,Text Books
133.21,Maestro,www.ebay.com,Singapore,17-05-2019 20:20,386,Singapore,Pen Drive
553.08,Maestro,www.amazon.com,India,17-05-2019 06:59,387,Bangalore,Laptop
248.17,Visa,www.ebay.com,Israel,17-05-2019 05:59,388,Jerusalem,Laptop
336.23,Maestro,www.ebay.com,Thailand,17-05-2019 23:11,389,Bangkok,External Hard Drive
133,Visa,www.ebay.com,Thailand,17-05-2019 13:31,390,Bangkok,LAN Cable
466.36,Visa,www.ebay.com,France,17-05-2019 01:15,391,Paris,Text Books
480.53,MasterCard,www.flipkart.com,United States,17-05-2019 17:42,392,New York City,Wrist Watch
232.07,Maestro,www.snapdeal.com,Israel,17-05-2019 21:36,393,Jerusalem,LAN Cable
434.26,Maestro,www.flipkart.com,India,17-05-2019 00:02,394,Pune,TV
39.47,Visa,www.ebay.com,India,17-05-2019 01:57,395,Hyderabad,Desktop Computer
11.59,Maestro,www.ebay.com,Italy,17-05-2019 15:37,396,Rome,Text Books
402.97,MasterCard,www.ebay.com,Inida,17-05-2019 19:55,397,New Delhi,Laptop
57.43,MasterCard,www.amazon.com,India,17-05-2019 12:46,398,Mumbai,HDMI Cable
528.41,MasterCard,www.flipkart.com,France,17-05-2019 06:38,399,Paris,Wrist Band
114.83,Maestro,www.ebay.com,India,17-05-2019 05:40,400,Hyderabad,HDMI Cable
